"lemma_id";"cwn_pinyin";"cwn_zhuyin";"lemma_sno";"lemma_type";"meet_date"
"070435";"mei4";"ㄇㄟˋ";"1";"妹";"2007/7/25 00:00:00"
"070436";"pao1";"ㄆㄠ";"1";"拋";"2008/11/21 00:00:00"
"070437";"nie1";"ㄋㄧㄝ";"1";"捏";"2010/2/25 00:00:00"
"070438";"du3";"ㄉㄨˇ";"1";"賭";"2008/1/4 00:00:00"
"070439";"bei1";"ㄅㄟ";"1";"悲";"2008/4/23 00:00:00"
"070440";"bo1 (bo4)";"ㄅㄛ　（ㄅㄛˋ）";"1";"播";"2008/4/18 00:00:00"
"070441";"xi4";"ㄒㄧˋ";"1";"夕";"2009/2/20 00:00:00"
"070442";"tan1";"ㄊㄢ";"1";"攤";"2009/7/17 00:00:00"
"070443";"guan4";"ㄍㄨㄢˋ";"1";"罐";"2007/9/12 00:00:00"
"070444";"nian2";"ㄋㄧㄢˊ";"1";"黏";"2008/2/22 00:00:00"
"070445";"er2";"ㄦˊ";"1";"兒";"2007/8/29 00:00:00"
"070446";"shi4";"ㄕˋ";"1";"士";"2008/5/16 00:00:00"
"070447";"chong1";"ㄔㄨㄥ";"1";"沖";"2008/1/4 00:00:00"
"070448";"dou4";"ㄉㄡˋ";"1";"鬥";"2008/9/12 00:00:00"
"070449";"zhan3";"ㄓㄢˇ";"1";"盞";"2007/9/5 00:00:00"
"070450";"yong1";"ㄩㄥ";"1";"擁";"2007/10/19 00:00:00"
"070451";"hu4";"ㄏㄨˋ";"1";"護";"2009/2/13 00:00:00"
"070452";"pei4";"ㄆㄟˋ";"1";"佩";"2008/7/18 00:00:00"
"070453";"bi4";"ㄅㄧˋ";"1";"閉";"2008/8/29 00:00:00"
"070454";"xi4 (ji2)";"ㄒㄧˋ　（ㄐㄧˋ）";"1";"繫";"2008/12/19 00:00:00"
"070455";"ou3";"ㄡˇ";"1";"偶";"2007/8/1 00:00:00"
"070456";"zha2 (zha4)";"ㄓㄚˊ　（ㄓㄚˋ）";"1";"炸";"2008/8/22 00:00:00"
"070457";"die2";"ㄉㄧㄝˊ";"1";"疊";"2009/4/3 00:00:00"
"070458";"jue2";"ㄐㄩㄝˊ";"1";"決";"2008/12/12 00:00:00"
"070459";"die2";"ㄉㄧㄝˊ";"1";"蝶";"2007/11/2 00:00:00"
"070460";"jia4";"ㄐㄧㄚˋ";"1";"駕";"2008/3/14 00:00:00"
"070461";"jing3";"ㄐㄧㄥˇ";"1";"警";"2008/4/18 00:00:00"
"070462";"tu2";"ㄊㄨˊ";"1";"徒";"2008/7/4 00:00:00"
"070463";"yang2";"ㄧㄤˊ";"1";"揚";"2008/11/28 00:00:00"
"070464";"mou2";"ㄇㄡˊ";"1";"謀";"2008/8/29 00:00:00"
"070465";"zhun3";"ㄓㄨㄣˇ";"1";"准";"2009/1/23 00:00:00"
"070466";"ze2";"ㄗㄜˊ";"1";"擇";"2008/9/26 00:00:00"
"070467";"xiu1";"ㄒㄧㄡ";"1";"休";"2009/3/20 00:00:00"
"070468";"chou2";"ㄔㄡˊ";"1";"愁";"2008/6/27 00:00:00"
"070469";"sa1 (sa3)";"ㄙㄚ　（ㄙㄚˇ）";"1";"撒";"2009/4/17 00:00:00"
"070470";"qia4";"ㄑㄧㄚˋ";"1";"恰";"2007/11/23 00:00:00"
"070471";"tai1";"ㄊㄞ";"1";"胎";"2008/2/29 00:00:00"
"070472";"fang3";"ㄈㄤˇ";"1";"仿";"2009/2/20 00:00:00"
"070473";"xie2 (xia2)";"ㄒㄧㄝˊ　（ㄒㄧㄚˊ）";"2";"挾";"2008/10/17 00:00:00"
"070474";"mian2";"ㄇㄧㄢˊ";"1";"眠";"2007/12/21 00:00:00"
"070475";"huo4";"ㄏㄨㄛˋ";"1";"禍";"2010/2/25 00:00:00"
"070476";"xing4";"ㄒㄧㄥˋ";"1";"幸";NULL
"070477";"sa3";"ㄙㄚˇ";"1";"灑";"2008/3/7 00:00:00"
"070478";"kou4";"ㄎㄡˋ";"1";"扣";"2007/11/30 00:00:00"
"070479";"pi1";"ㄆㄧ";"1";"披";"2008/7/2 00:00:00"
"070480";"quan2";"ㄑㄩㄢˊ";"1";"拳";"2008/2/22 00:00:00"
"070482";"cou4";"ㄘㄡˋ";"1";"湊";"2008/6/13 00:00:00"
"070483";"ci2";"ㄘˊ";"1";"辭";"2009/10/30 00:00:00"
"070484";"nuan3";"ㄋㄨㄢˇ";"1";"暖";"2007/11/2 00:00:00"
"070485";"che3";"ㄔㄜˇ";"1";"扯";"2007/12/21 00:00:00"
"070486";"zheng1";"ㄓㄥ";"1";"睜";"2008/3/7 00:00:00"
"070487";"pin2";"ㄆㄧㄣˊ";"1";"頻";"2008/9/5 00:00:00"
"070488";"jin4";"ㄐㄧㄣˋ";"1";"勁";"2008/4/18 00:00:00"
"070489";"zhang4";"ㄓㄤˋ";"1";"丈";"2008/9/26 00:00:00"
"070490";"fu3";"ㄈㄨˇ";"1";"府";"2007/12/7 00:00:00"
"070491";"hong1";"ㄏㄨㄥ";"1";"轟";"2009/3/27 00:00:00"
"070492";"zong4";"ㄗㄨㄥˋ";"1";"縱";"2008/1/25 00:00:00"
"070493";"zhu4";"ㄓㄨˋ";"1";"柱";"2008/2/15 00:00:00"
"070494";"chuang3";"ㄔㄨㄤˇ";"1";"闖";"2008/10/24 00:00:00"
"070495";"pin3";"ㄆㄧㄣˇ";"1";"品";"2008/12/12 00:00:00"
"070496";"jing4";"ㄐㄧㄥˋ";"1";"敬";"2009/2/6 00:00:00"
"070497";"ping2";"ㄆㄧㄥˊ";"1";"評";"2008/8/29 00:00:00"
"070498";"mo2";"ㄇㄛˊ";"1";"磨";"2008/7/4 00:00:00"
"070499";"tang4";"ㄊㄤˋ";"1";"燙";"2007/11/9 00:00:00"
"070500";"xing1";"ㄒㄧㄥ";"1";"興";NULL
"070501";"ying2";"ㄧㄥˊ";"1";"營";"2007/12/28 00:00:00"
"070502";"yin1";"ㄧㄣ";"1";"陰";"2008/7/4 00:00:00"
"070503";"wang2";"ㄨㄤˊ";"1";"亡";"2007/10/3 00:00:00"
"070505";"xiao4";"ㄒㄧㄠˋ";"1";"效";"2008/7/25 00:00:00"
"070506";"cheng2";"ㄔㄥˊ";"1";"誠";"2008/6/13 00:00:00"
"070507";"chao1";"ㄔㄠ";"1";"抄";"2008/4/11 00:00:00"
"070508";"seng1 (zeng1)";"ㄙㄥ　（ㄗㄥ）";"1";"僧";"2008/3/21 00:00:00"
"070509";"chang2";"ㄔㄤˊ";"1";"嘗";"2008/11/21 00:00:00"
"070510";"zuan1";"ㄗㄨㄢ";"1";"鑽";"2008/7/11 00:00:00"
"070511";"shu3";"ㄕㄨˇ";"1";"鼠";"2007/9/19 00:00:00"
"070512";"jun4";"ㄐㄩㄣˋ";"1";"菌";"2008/8/15 00:00:00"
"070513";"chao2";"ㄔㄠˊ";"1";"潮";"2008/10/3 00:00:00"
"070514";"ying3";"ㄧㄥˇ";"1";"影";"2008/11/14 00:00:00"
"070515";"di2";"ㄉㄧˊ";"1";"敵";"2008/7/18 00:00:00"
"070517";"lan2";"ㄌㄢˊ";"1";"欄";"2008/6/6 00:00:00"
"070518";"kui1";"ㄎㄨㄟ";"1";"虧";"2007/10/12 00:00:00"
"070519";"feng1";"ㄈㄥ";"1";"豐";"2008/3/28 00:00:00"
"070520";"biao1";"ㄅㄧㄠ";"1";"標";"2009/1/10 00:00:00"
"070521";"chu4";"ㄔㄨˋ";"1";"觸";"2007/9/19 00:00:00"
"070522";"zhi1";"ㄓ";"1";"汁";"2008/1/10 00:00:00"
"070523";"ding4";"ㄉㄧㄥˋ";"1";"釘";"2007/11/9 00:00:00"
"070524";"si4";"ㄙˋ";"1";"寺";"2007/10/3 00:00:00"
"070525";"shu4";"ㄕㄨˋ";"1";"束";"2008/1/25 00:00:00"
"070526";"zheng4";"ㄓㄥˋ";"1";"政";"2008/3/14 00:00:00"
"070527";"yan2";"ㄧㄢˊ";"1";"延";"2008/7/2 00:00:00"
"070528";"yang3";"ㄧㄤˇ";"1";"癢";"2008/7/23 00:00:00"
"070529";"zha4";"ㄓㄚˋ";"1";"乍";"2008/8/22 00:00:00"
"070530";"guan4";"ㄍㄨㄢˋ";"1";"灌";"2008/5/23 00:00:00"
"070531";"lu:4";"ㄌㄨˋ";"1";"錄";"2008/9/12 00:00:00"
"070532";"na4";"ㄋㄚˋ";"1";"吶";"2008/10/31 00:00:00"
"070533";"yan3";"ㄧㄢˇ";"1";"掩";"2008/1/4 00:00:00"
"070534";"chai2";"ㄔㄞˊ";"1";"柴";"2007/11/30 00:00:00"
"070535";"xie4";"ㄒㄧㄝˋ";"1";"蟹";"2007/8/1 00:00:00"
"070536";"she4";"ㄕㄜˋ";"1";"攝";"2008/9/5 00:00:00"
"070537";"you1";"ㄧㄡ";"1";"優";"2008/7/23 00:00:00"
"070538";"sheng4";"ㄕㄥˋ";"1";"聖";"2009/2/13 00:00:00"
"070539";"shua1";"ㄕㄨㄚ";"1";"刷";"2008/10/31 00:00:00"
"070540";"ban4";"ㄅㄢˋ";"1";"扮";"2007/12/26 00:00:00"
"070541";"jiu4";"ㄐㄧㄡˋ";"1";"究";"2008/9/19 00:00:00"
"070542";"she4";"ㄕㄜˋ";"1";"涉";"2008/9/5 00:00:00"
"070544";"po4";"ㄆㄛˋ";"1";"迫";"2008/5/28 00:00:00"
"070545";"wa3";"ㄨㄚˇ";"1";"瓦";"2008/9/26 00:00:00"
"070546";"bian4";"ㄅㄧㄢˋ";"1";"辨";"2008/3/28 00:00:00"
"070547";"feng1";"ㄈㄥ";"1";"峰";"2008/10/3 00:00:00"
"070548";"fen2";"ㄈㄣˊ";"1";"墳";"2008/8/15 00:00:00"
"070549";"gu3";"ㄍㄨˇ";"1";"鼓";"2008/1/11 00:00:00"
"070550";"yang3";"ㄧㄤˇ";"1";"仰";"2008/9/26 00:00:00"
"070334";"se4";"ㄙㄜˋ";"1";"色";"2008/10/3 00:00:00"
"070992";"shi2 jian4";"ㄕˊ　ㄐㄧㄢˋ";"2";"實踐";"2007/6/6 00:00:00"
"070993";"nan2";"ㄋㄢˊ";"2";"南";"2007/6/6 00:00:00"
"070994";"nan2";"ㄋㄢˊ";"3";"南";"2007/6/6 00:00:00"
"070995";"lu4";"ㄌㄨˋ";"2";"鹿";"2007/6/6 00:00:00"
"070996";"nan2";"ㄋㄢˊ";"4";"南";"2007/6/6 00:00:00"
"070997";"han2";"ㄏㄢˊ";"2";"寒";"2007/6/6 00:00:00"
"070998";"dong1 fang1";"ㄉㄨㄥ　ㄈㄤ";"2";"東方";"2007/6/6 00:00:00"
"070999";"dong1 fang1";"ㄉㄨㄥ　ㄈㄤ";"3";"東方";"2007/6/6 00:00:00"
"071000";"dong1 fang1";"ㄉㄨㄥ　ㄈㄤ";"4";"東方";"2007/6/6 00:00:00"
"071001";"bu3";"ㄅㄨˇ";"2";"補";"2007/6/6 00:00:00"
"071002";"shang1";"ㄕㄤ";"2";"傷";"2007/6/6 00:00:00"
"071003";"bu4";"ㄅㄨˋ";"2";"布";"2007/6/6 00:00:00"
"071004";"bu4";"ㄅㄨˋ";"3";"布";"2007/6/6 00:00:00"
"071005";"bu4";"ㄅㄨˋ";"4";"布";"2007/6/6 00:00:00"
"071006";"bu4";"ㄅㄨˋ";"5";"布";"2007/6/6 00:00:00"
"071007";"bu4";"ㄅㄨˋ";"6";"布";"2007/6/6 00:00:00"
"071008";"jian1";"ㄐㄧㄢ";"2";"肩";"2007/4/18 00:00:00"
"071009";"xiao3 shi2";"ㄒㄧㄠˇ　ㄕˊ";"2";"小時";"2007/5/18 00:00:00"
"071010";"da4";"ㄉㄚˋ";"2";"大";"2007/6/27 00:00:00"
"071011";"xiao3";"ㄒㄧㄠˇ";"2";"小";"2007/6/27 00:00:00"
"071012";"shi4";"ㄕˋ";"2";"世";"2007/6/27 00:00:00"
"071013";"sheng1 qi4";"ㄕㄥ　ㄑㄧˋ";"2";"生氣";"2007/6/27 00:00:00"
"071014";"kang4";"ㄎㄤˋ";"2";"抗";"2007/6/27 00:00:00"
"071015";"jie3";"ㄐㄧㄝˇ";"2";"解";"2007/6/27 00:00:00"
"071016";"jie3";"ㄐㄧㄝˇ";"3";"解";"2007/6/27 00:00:00"
"071017";"jie4";"ㄐㄧㄝˋ";"4";"解";"2007/6/27 00:00:00"
"071018";"xie4";"ㄒㄧㄝˋ";"5";"解";"2007/6/27 00:00:00"
"071019";"xian1";"ㄒㄧㄢ";"2";"鮮";"2007/3/7 00:00:00"
"071020";"xian3";"ㄒㄧㄢˇ";"3";"鮮";"2007/3/7 00:00:00"
"071021";"mei3";"ㄇㄟˇ";"2";"美";"2007/8/1 00:00:00"
"071022";"mei3";"ㄇㄟˇ";"3";"美";"2007/8/1 00:00:00"
"071023";"rao2";"ㄖㄠˊ";"2";"饒";"2007/8/1 00:00:00"
"071024";"rao2";"ㄖㄠˊ";"3";"饒";"2007/8/1 00:00:00"
"071025";"dou4";"ㄉㄡˋ";"2";"逗";"2007/8/1 00:00:00"
"071026";"ou3";"ㄡˇ";"2";"偶";"2007/8/1 00:00:00"
"071027";"ou3";"ㄡˇ";"3";"偶";"2007/8/1 00:00:00"
"071028";"ping2";"ㄆㄧㄥˊ";"2";"平";"2007/7/25 00:00:00"
"071029";"ping2";"ㄆㄧㄥˊ";"4";"平";"2007/7/25 00:00:00"
"071030";"ping2";"ㄆㄧㄥˊ";"5";"平";"2007/7/25 00:00:00"
"071031";"da2";"ㄉㄚˊ";"2";"達";"2007/7/25 00:00:00"
"071032";"ou3";"ㄡˇ";"4";"偶";"2007/8/1 00:00:00"
"071033";"ou3";"ㄡˇ";"5";"偶";"2007/8/1 00:00:00"
"071034";"ling3";"ㄌㄧㄥˇ";"2";"領";"2007/4/18 00:00:00"
"071035";"mai4";"ㄇㄞˋ";"2";"邁";"2007/8/1 00:00:00"
"071036";"mai4 (mai1)";"ㄇㄞˋ　（ㄇㄞ）";"3";"邁";"2007/8/1 00:00:00"
"071037";"mai4";"ㄇㄞˋ";"4";"邁";"2007/8/1 00:00:00"
"071038";"tou2";"ㄊㄡˊ";"2";"投";"2007/5/23 00:00:00"
"071039";"meng2";"ㄇㄥˊ";"2";"蒙";"2007/6/13 00:00:00"
"071040";"meng2";"ㄇㄥˊ";"3";"蒙";"2007/6/13 00:00:00"
"071041";"meng2 gu3 yu3";"ㄇㄥˊ　ㄍㄨˇ　ㄩˇ";"1";"蒙古語";"2007/6/13 00:00:00"
"071101";"xing1";"ㄒㄧㄥ";"4";"星";"2006/2/10 00:00:00"
"071102";"zhang1";"ㄓㄤ";"3";"張";"2005/3/11 00:00:00"
"071103";"chi4";"ㄔˋ";"2";"赤";"2007/8/22 00:00:00"
"071104";"bi4";"ㄅㄧˋ";"2";"畢";"2007/8/22 00:00:00"
"071105";"bi4";"ㄅㄧˋ";"3";"畢";"2007/8/22 00:00:00"
"071106";"ben3";"ㄅㄣˇ";"2";"本";"2007/8/22 00:00:00"
"071107";"ben3";"ㄅㄣˇ";"3";"本";"2007/8/22 00:00:00"
"071108";"xie4";"ㄒㄧㄝˋ";"2";"謝";"2007/7/4 00:00:00"
"071109";"xie4";"ㄒㄧㄝˋ";"3";"謝";"2007/7/4 00:00:00"
"071110";"xie4";"ㄒㄧㄝˋ";"4";"謝";"2007/7/4 00:00:00"
"071111";"lian2";"ㄌㄧㄢˊ";"2";"蓮";"2007/7/25 00:00:00"
"071112";"lan2";"ㄌㄢˊ";"2";"藍";"2007/7/25 00:00:00"
"071113";"nong2";"ㄋㄨㄥˊ";"2";"農";"2007/7/25 00:00:00"
"071114";"zhou1";"ㄓㄡ";"2";"舟";"2007/7/25 00:00:00"
"071115";"Zhong1hua2";"ㄓㄨㄥ　ㄏㄨㄚˊ";"2";"中華";"2007/7/4 00:00:00"
"071116";"ji1";"ㄐㄧ";"2";"機";"2007/8/29 00:00:00"
"071117";"quan2";"ㄑㄩㄢˊ";"2";"權";"2007/8/29 00:00:00"
"071118";"gang3";"ㄍㄤˇ";"2";"港";"2007/8/29 00:00:00"
"071119";"gang3";"ㄍㄤˇ";"3";"港";"2007/8/29 00:00:00"
"071120";"tian2";"ㄊㄧㄢˊ";"2";"田";"2007/8/15 00:00:00"
"071121";"tian2";"ㄊㄧㄢˊ";"3";"田";"2007/8/15 00:00:00"
"071122";"man4";"ㄇㄢˋ";"2";"慢";"2007/8/15 00:00:00"
"071123";"ke4";"ㄎㄜˋ";"2";"客";"2007/8/15 00:00:00"
"071124";"ke4";"ㄎㄜˋ";"3";"客";"2007/8/15 00:00:00"
"071125";"ke4";"ㄎㄜˋ";"4";"客";"2007/8/15 00:00:00"
"071126";"si4";"ㄙˋ";"2";"食";"2007/9/5 00:00:00"
"071127";"guo2";"ㄍㄨㄛˊ";"2";"國";"2007/9/5 00:00:00"
"071128";"guo2";"ㄍㄨㄛˊ";"3";"國";"2007/9/5 00:00:00"
"071129";"ai4";"ㄞˋ";"2";"愛";"2007/9/5 00:00:00"
"071130";"chang2";"ㄔㄤˊ";"1";"常";"2007/9/26 00:00:00"
"071131";"chang2";"ㄔㄤˊ";"2";"常";"2007/9/26 00:00:00"
"071132";"hua4 xia4 dao4";"ㄏㄨㄚˋ　ㄒㄧㄚˋ　ㄉㄠˋ";"1";"畫下道";"2007/8/1 00:00:00"
"071133";"tong4";"ㄊㄨㄥˋ";"2";"痛";"2007/9/12 00:00:00"
"071134";"tian1";"ㄊㄧㄢ";"2";"添";"2007/9/12 00:00:00"
"071135";"quan2";"ㄑㄩㄢˊ";"2";"全";"2007/9/12 00:00:00"
"071136";"dan4";"ㄉㄢˋ";"2";"旦";"2007/10/3 00:00:00"
"071137";"gong1";"ㄍㄨㄥ";"2";"弓";"2007/10/3 00:00:00"
"071138";"wan2";"ㄨㄢˊ";"2";"丸";"2007/10/3 00:00:00"
"071139";"yan1";"ㄧㄢ";"1";"燕";"2007/8/15 00:00:00"
"071140";"yan1";"ㄧㄢ";"2";"燕";"2007/8/15 00:00:00"
"071141";"yan1";"ㄧㄢ";"3";"燕";"2007/8/15 00:00:00"
"071142";"e2";"ㄜˊ";"2";"額";"2007/8/15 00:00:00"
"071143";"e2";"ㄜˊ";"3";"額";"2007/8/15 00:00:00"
"071144";"mo4";"ㄇㄛˋ";"2";"末";"2007/10/3 00:00:00"
"071145";"mo4";"ㄇㄛˋ";"3";"末";"2007/10/3 00:00:00"
"080194";"wu3";"ㄨˇ";"2";"武";"2008/5/16 00:00:00"
"080195";"fu2";"ㄈㄨˊ";"2";"扶";"2008/5/16 00:00:00"
"080196";"gu1";"ㄍㄨ";"2";"孤";"2008/5/16 00:00:00"
"080197";"gu1";"ㄍㄨ";"3";"孤";"2008/5/16 00:00:00"
"080198";"pan4";"ㄆㄢˋ";"2";"判";"2008/5/16 00:00:00"
"080199";"ru3";"ㄖㄨˇ";"2";"汝";"2008/5/28 00:00:00"
"080200";"xu4";"ㄒㄩˋ";"2";"敘";"2008/5/28 00:00:00"
"080201";"kun4";"ㄎㄨㄣˋ";"2";"困";"2008/5/28 00:00:00"
"080202";"pi3";"ㄆㄧˇ";"2";"否";"2008/5/28 00:00:00"
"080203";"cui4";"ㄘㄨㄟˋ";"2";"翠";"2008/5/28 00:00:00"
"080204";"lue4";"ㄌㄩㄝˋ";"2";"略";"2008/5/28 00:00:00"
"080205";"lue4";"ㄌㄩㄝˋ";"3";"略";"2008/5/28 00:00:00"
"080206";"lue4";"ㄌㄩㄝˋ";"4";"略";"2008/5/28 00:00:00"
"080207";"xu4";"ㄒㄩˋ";"1";"敍";"2008/5/28 00:00:00"
"080208";"xu4";"ㄒㄩˋ";"2";"敍";"2008/5/28 00:00:00"
"080209";"sheng1";"ㄕㄥ";"2";"生";"2008/5/9 00:00:00"
"080210";"sheng1";"ㄕㄥ";"3";"生";"2008/5/9 00:00:00"
"080211";"sheng1";"ㄕㄥ";"4";"生";"2008/5/9 00:00:00"
"080212";"sheng1";"ㄕㄥ";"5";"生";"2008/5/9 00:00:00"
"080213";"chong1";"ㄔㄨㄥ";"2";"沖";"2008/5/23 00:00:00"
"080214";"guan4";"ㄍㄨㄢˋ";"2";"灌";"2008/5/23 00:00:00"
"080215";"liao4";"ㄌㄧㄠˋ";"2";"料";"2008/5/2 00:00:00"
"080216";"du2";"ㄉㄨˊ";"2";"讀";"2008/5/2 00:00:00"
"080217";"ling2";"ㄌㄧㄥˊ";"2";"靈";"2008/5/9 00:00:00"
"080218";"wei1";"ㄨㄟ";"2";"威";"2008/6/6 00:00:00"
"080219";"ka3";"ㄎㄚˇ";"2";"卡";"2008/5/21 00:00:00"
"080220";"ka3";"ㄎㄚˇ";"3";"卡";"2008/5/21 00:00:00"
"080221";"ka3";"ㄎㄚˇ";"4";"卡";"2008/5/21 00:00:00"
"080222";"ka3";"ㄎㄚˇ";"5";"卡";"2008/5/21 00:00:00"
"080223";"ka3";"ㄎㄚˇ";"6";"卡";"2008/5/21 00:00:00"
"080224";"ka3";"ㄎㄚˇ";"7";"卡";"2008/5/21 00:00:00"
"080225";"ka3";"ㄎㄚˇ";"8";"卡";"2008/5/21 00:00:00"
"092717";"shao1";"ㄕㄠ";"2";"稍";"2009/7/31 00:00:00"
"092718";"ning2";"ㄋㄧㄥˊ";"2";"寧";"2009/7/31 00:00:00"
"092719";"ning2";"ㄋㄧㄥˊ";"3";"寧";"2009/7/31 00:00:00"
"092720";"ning2";"ㄋㄧㄥˊ";"4";"寧";"2009/7/31 00:00:00"
"080226";"xun4";"ㄒㄩㄣˋ";"2";"訓";"2008/6/4 00:00:00"
"080227";"xue2";"ㄒㄩㄝˊ";"2";"學";"2008/6/4 00:00:00"
"080228";"yi2";"ㄧˊ";"2";"遺";"2008/6/4 00:00:00"
"080229";"gai3";"ㄍㄞˇ";"2";"改";"2008/6/4 00:00:00"
"080230";"wu1";"ㄨ";"1";"污";"2008/6/11 00:00:00"
"091855";"cheng1 (zheng4)";"ㄔㄥ";"1";"瞠";NULL
"091856";"piao3 (piao4) (piao1)";"ㄆㄧㄠˇ";"1";"瞟";NULL
"091857";"pie1 (bi4)";"ㄆㄧㄝ";"1";"瞥";NULL
"091858";"qing4 (qing3)";"ㄑㄧㄥˋ";"1";"磬";NULL
"091859";"yu4";"ㄩˋ";"1";"禦";NULL
"091860";"ying3";"ㄧㄥˇ";"1";"穎";NULL
"091861";"kui1 (kui3)";"ㄎㄨㄟ";"1";"窺";"2010/2/25 00:00:00"
"091862";"gao1";"ㄍㄠ";"1";"篙";NULL
"091863";"du3";"ㄉㄨˇ";"1";"篤";NULL
"091864";"cuan4";"ㄘㄨㄢˋ";"1";"篡";NULL
"091865";"shai1 (shi1)";"ㄕㄞ";"1";"篩";NULL
"091910";"sha4";"ㄕㄚˋ";"1";"霎";NULL
"091911";"zhan1";"ㄓㄢ";"1";"霑";NULL
"091912";"ni2";"ㄋㄧˊ";"1";"霓";NULL
"091913";"dian4";"ㄉㄧㄢˋ";"1";"靛";"2009/7/3 00:00:00"
"091914";"tian3 (mian3)";"ㄇㄧㄢˇ";"1";"靦";NULL
"091915";"qiao4 (shao1)";"ㄑㄧㄠˋ　（ㄕㄠ）";"1";"鞘";NULL
"091916";"jia2";"ㄐㄧㄚˊ";"1";"頰";NULL
"091917";"han4";"ㄏㄢˋ";"1";"頷";"2009/7/3 00:00:00"
"091918";"tui2";"ㄊㄨㄟˊ";"1";"頹";NULL
"091919";"yi2";"ㄧˊ";"1";"頤";NULL
"091920";"xian4";"ㄒㄧㄢˋ";"1";"餡";"2009/7/24 00:00:00"
"091921";"yao2";"ㄧㄠˊ";"1";"餚";NULL
"091922";"hai4";"ㄏㄞˋ";"1";"駭";NULL
"091923";"ge2";"ㄍㄜˊ";"1";"骼";NULL
"091924";"ji4 ";"ㄐㄧˋ";"1";"髻";"2009/4/10 00:00:00"
"091925";"zi1";"ㄗ";"1";"髭";NULL
"091926";"hong1 (hong3) (hong4)";"ㄏㄨㄥˋ";"1";"鬨";NULL
"091927";"yuan1";"ㄩㄢ";"1";"鴛";NULL
"091928";"qian2";"ㄑㄧㄢˊ";"1";"黔";NULL
"091929";"gui1";"ㄍㄨㄟ　";"1";"龜";"2009/6/5 00:00:00"
"091930";"da1";"ㄉㄚ";"1";"噠";NULL
"091931";"yuan2 (huan2)";"ㄏㄨㄢˊ　（ㄩㄢˊ）";"1";"圜";NULL
"091932";"bo2";"ㄒㄩㄝˊ　（ㄅㄛˊ）　（ㄐㄩㄝˊ）";"1";"壆";NULL
"091933";"han1";"ㄏㄢ";"1";"憨";NULL
"091934";"tun1";"ㄊㄨㄣ";"1";"暾";NULL
"091935";"dan1";"ㄉㄢ";"1";"殫";NULL
"091936";"se4";"ㄙㄜˋ";"1";"濇";NULL
"091937";"lu4";"ㄌㄨˋ";"1";"潞";NULL
"091938";"chi1";"ㄔ";"1";"瞝";NULL
"091939";"qiu3";"ㄑㄧㄡˇ";"1";"糗";"2009/7/3 00:00:00"
"091940";"hu2";"ㄏㄨˊ";"1";"縠";NULL
"091941";"zhui4";"ㄓㄨㄟˋ";"1";"縋";NULL
"091942";"qiao2 (jiao1)";"ㄑㄧㄠˊ";"1";"蕎";NULL
"091943";"qin2";"ㄑㄧㄣˊ";"1";"螓";NULL
"091944";"qian1";"ㄑㄧㄢ";"1";"褰";NULL
"091945";"n籸4 (xue4)";"ㄒㄩㄝˋ";"1";"謔";NULL
"091946";"shi4";"ㄕˋ";"1";"諡";NULL
"091947";"tang2";"ㄊㄤˊ";"1";"踼";NULL
"091948";"yu2";"ㄩˊ";"1";"踰";NULL
"091949";"rao4 (rao3)";"ㄖㄠˋ";"1";"遶";NULL
"091950";"duo3 (zhe3) (du3)";"ㄓㄜˇ";"1";"鍺";NULL
"091951";"men2";"ㄇㄣˊ";"1";"鍆";NULL
"091952";"yu4";"ㄩˋ";"1";"閾";NULL
"091953";"yan1";"ㄧㄢ";"1";"閹";NULL
"091954";"tuo2";"ㄊㄨㄛˊ";"1";"鮀";NULL
"091955";"zha3 (zha4)";"ㄓㄚˇ　（ㄓㄚˋ）";"1";"鮓";NULL
"091956";"xiao1";"ㄒㄧㄠ";"1";"鴞";NULL
"091957";"qu2 (gou1) (gou4)";"ㄑㄩˊ";"1";"鴝";NULL
"091958";"zhu3";"ㄓㄨˇ";"1";"麈";NULL
"091959";"xiu4";"ㄒㄧㄡˋ";"1";"銹";"2009/7/3 00:00:00"
"091960";NULL;NULL;"1";"墻";NULL
"091961";"chang2";"ㄔㄤˊ";"1";"償";NULL
"091962";"chu2";"ㄔㄨˊ";"1";"儲";"2009/7/24 00:00:00"
"091963";"hao2";"ㄏㄠˊ";"1";"嚎";NULL
"091284";"sui1 (sui2) (tuo3) (shuai1) (rui2)";"ㄙㄨㄟˊ";"1";"綏";NULL
"091285";"zhao4";"ㄓㄠˋ";"1";"罩";NULL
"091286";"shu3";"ㄕㄨˇ";"1";"署";"2010/3/4 00:00:00"
"091287";"xian4";"ㄒㄧㄢˋ";"1";"羨";"2009/7/24 00:00:00"
"091288";"xing1";"ㄒㄧㄥ";"1";"腥";NULL
"091289";"sai1";"ㄙㄞ";"1";"腮";"2009/7/17 00:00:00"
"091290";"fu4";"ㄈㄨˋ";"1";"腹";"2009/7/17 00:00:00"
"091291";"xian4";"ㄒㄧㄢˋ";"1";"腺";NULL
"091292";"ting3";"ㄊㄧㄥˇ";"1";"艇";NULL
"091293";"di4";"ㄉㄧˋ";"1";"蒂";NULL
"091294";"hun1 ";"ㄏㄨㄣ";"1";"葷";"2009/5/1 00:00:00"
"091295";"wei3";"ㄨㄟˇ";"1";"葦";NULL
"091296";"e4";"ㄜˋ";"1";"萼";NULL
